B0,ConKingdom,Habitat,OriginalTraitName,Rsqu,T0,Tm,aic,aicc,bic,id
0.003441187875239526,Fungi,terrestrial,Radial Growth Rate,0.8313147854396212,8.0,32.0,-4.661293058045118,-3.994626391378451,-4.422968433005611,36
0.0029492742855115823,Fungi,terrestrial,Radial Growth Rate,0.823583308184023,8.0,32.0,-7.24247471465878,-6.575808047992113,-7.004150089619273,37
0.0033744412618573055,Fungi,terrestrial,Radial Growth Rate,0.8004085721647192,8.0,32.0,-3.7986107592048715,-3.131944092538205,-3.5602861341653647,38
0.0032020738531975783,Fungi,terrestrial,Radial Growth Rate,-0.12812621230807886,8.0,32.0,14.178592859922986,14.845259526589652,14.416917484962493,39
0.0034857313311845366,Fungi,terrestrial,Radial Growth Rate,0.6531086214865331,8.0,32.0,-0.729081290617704,-0.06241462395103736,-0.4907566655781972,40
0.0034568674658018595,Fungi,terrestrial,Radial Growth Rate,0.7707763198162552,8.0,32.0,-2.41163234234401,-1.7449656756773435,-2.1733077173045032,41
0.003646975909202101,Fungi,terrestrial,Radial Growth Rate,0.8639585395190986,8.0,32.0,-5.6855450817013296,-5.018878415034663,-5.447220456661823,42
0.003376443272982132,Fungi,terrestrial,Radial Growth Rate,0.6642791927563194,8.0,32.0,-0.7772217078418011,-0.11055504117513448,-0.5388970828022943,43
0.0035676013410141367,Fungi,terrestrial,Radial Growth Rate,0.6240025787638984,8.0,32.0,0.5932766669376637,1.2599433336043302,0.8316012919771705,44
0.0033896235792056657,Fungi,terrestrial,Radial Growth Rate,0.5722893283063331,8.0,32.0,0.909193289739445,1.5758599564061115,1.1475179147789518,45
0.003537753734379843,Fungi,terrestrial,Radial Growth Rate,0.6044850175062582,8.0,32.0,1.518743929395833,2.1854105960624994,1.7570685544353397,46
0.0035276612280205014,Fungi,terrestrial,Radial Growth Rate,0.7786165103502698,8.0,32.0,-3.174535170302816,-2.5078685036361494,-2.936210545263309,47
0.003371733846351846,Fungi,terrestrial,Radial Growth Rate,0.8223896263234896,8.0,32.0,-5.068176876321912,-4.401510209655245,-4.829852251282405,48
0.0024009826415280406,Fungi,terrestrial,Radial Growth Rate,0.44819771910899775,8.0,35.0,6.54487448003629,7.116303051464861,7.136548212044948,49
0.002357920489975331,Fungi,terrestrial,Radial Growth Rate,0.43879463138347363,8.0,35.0,6.872569332542951,7.443997903971522,7.464243064551609,50
0.00403211945958809,Fungi,terrestrial,Radial Growth Rate,0.7759190790046154,8.0,32.0,-0.7135927851161892,-0.04692611844952255,-0.4752681600766824,51
0.0034844047269011,Fungi,terrestrial,Radial Growth Rate,0.8371939316516717,8.0,32.0,-3.7373173042661794,-3.070650637599513,-3.4989926792266726,52
0.0031873454440942283,Fungi,terrestrial,Radial Growth Rate,0.8754744402387149,8.0,32.0,-8.385846863751537,-7.71918019708487,-8.14752223871203,53
0.0033334965257146767,Fungi,terrestrial,Radial Growth Rate,0.8536523924767583,8.0,32.0,-6.981998375162538,-6.315331708495871,-6.7436737501230315,54
0.003328635778977993,Fungi,terrestrial,Radial Growth Rate,0.9536570736755284,8.0,32.0,-14.851003959314237,-14.184337292647571,-14.61267933427473,55
0.003889775776289622,Fungi,terrestrial,Radial Growth Rate,0.94188538671364,8.0,32.0,-10.911866181769508,-10.245199515102842,-10.673541556730001,56
0.003226235877856456,Fungi,terrestrial,Radial Growth Rate,0.774283844257467,8.0,32.0,-3.1894885979614838,-2.5228219312948172,-2.951163972921977,57
0.0036533178086326046,Fungi,terrestrial,Radial Growth Rate,0.7690674634948353,8.0,32.0,-1.8976829677973095,-1.231016301130643,-1.6593583427578027,58
